Code,Name,LegalName,Addreess,Telephone
36306992,"ТОВ ""ВЕРТИКАЛЬ -ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВЕРТИКАЛЬ -ТВ""","83001, Донецька обл., місто Донецьк, Ворошиловський район, ВУЛИЦЯ ПОСТИШЕВА, будинок 105",+380503266248
40235671,"ДП ""МПІУ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""МУЛЬТИМЕДІЙНА ПЛАТФОРМА ІНОМОВЛЕННЯ УКРАЇНИ""","01001, м.Київ, Шевченківський район, ВУЛИЦЯ ХРЕЩАТИК, будинок 26",+380445864190
37618763,"ТОВ ТРК ""ККК""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТЕЛЕРАДІОКОМПАНІЯ ""КРИМСЬКИЙ КАБЕЛЬНИЙ КАНАЛ""","98112, Автономна Республіка Крим, місто Феодосія, БУЛЬВАР СТАРШИНОВА, будинок 12",
37465584,"ТОВ ""РАДІО ХЕРСОН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РАДІО ХЕРСОН""","73000, Херсонська обл., місто Херсон, Суворовський район, ПРОСПЕКТ СЕНЯВІНА, будинок 144, корпус 1, квартира 79",+380503969761
24962689,РЕДАКЦІЯ РАДІОМОВЛЕННЯ,РЕДАКЦІЯ БІЛОЗЕРСЬКОГО РАЙОННОГО ПРОВОДОВОГО РАДІОМОВЛЕННЯ,"75000, Херсонська обл., Білозерський район, селище міського типу Білозерка, ВУЛИЦЯ КАРЛА МАРКСА, будинок 108",
35437775,"ПП ""ТЕЛЕРАДІООРГАНІЗАЦІЯ ""ТВК""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ТЕЛЕРАДІООРГАНІЗАЦІЯ ""ТВК""","95000, Автономна Республіка Крим, місто Сімферополь, Центральний район, ВУЛИЦЯ БАРХАТОВОЇ, будинок 92",
22236694,"КРП РІЦ ""КРИМ""","КРИМСЬКЕ РЕСПУБЛІКАНСЬКЕ ПІДПРИЄМСТВО "" РЕСПУБЛІКАНСЬКИЙ ІНФОРМАЦІЙНИЙ ЦЕНТР ""КРИМ""","95000, Автономна Республіка Крим, місто Сімферополь, Центральний район, ВУЛ.ГОРЬКОГО, будинок 5",
25515722,"ТОВ ""ВАН ГОГ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВАН ГОГ""","49000, Дніпропетровська обл., місто Дніпро, Бабушкінський район, ПЛОЩА ТРОЇЦЬКА, будинок 5-А",+380562318717
43334138,"ТОВ ""ТРК ""ДОНБАС ОНЛАЙН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ДОНБАС ОНЛАЙН""","93402, Луганська обл., місто Сєвєродонецьк, ВУЛИЦЯ ВІЛЄСОВА, будинок 5, квартира 28",
32196942,"ТОВ ""КОМПАНІЯ СОНАР""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОМПАНІЯ СОНАР""","49126, Дніпропетровська обл., місто Дніпро, Жовтневий район, БУЛЬВАР СЛАВИ , будинок 30, корпус 1, квартира 6",+380562357139
36205473,"ТОВ"" МК - ДІСТРІБ'ЮШН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ "" МК - ДІСТРІБ'ЮШН""","49000, Дніпропетровська обл., місто Дніпро, Шевченківський район, ВУЛИЦЯ ГЛАДКОВА, будинок 43",
32818689,"ПП ТРК ""ДАР""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ""ДАР""","14000, Чернігівська обл., місто Чернігів, Деснянський район, ВУЛИЦЯ РОДІМЦЕВА, будинок 6, квартира 35",
38835060,"ТОВ ""ТРК"" ""ВІДРОДЖЕННЯ ТБ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ВІДРОДЖЕННЯ ТБ""","49000, Дніпропетровська обл., місто Дніпро, Чечелівський район, ВУЛИЦЯ РОБОЧА, будинок 23 В",+38080674225311
33937400,"ПОГ ""ВСЕУКРАЇНСЬКИЙ КОНТЕНТ-ЦЕНТР"" ВСЕУКРАЇНСЬКОЇ ГРОМАДСЬКОЇ ОРГАНІЗАЦІЇ ""ВСЕУКРАЇНСЬКА АСОЦІАЦІЯ ОПЕРАТОРІВ КАБЕЛЬНОГО ТЕЛЕБАЧЕННЯ І ТЕЛЕІНФОРМАЦІЙНИХ МЕРЕЖ""","ПІДПРИЄМСТВО ОБ'ЄДНАННЯ ГРОМАДЯН (РЕЛІГІЙНОЇ ОРГАНІЗАЦІЇ,ПРОФСПІЛКИ) ""ВСЕУКРАЇНСЬКИЙ КОНТЕНТ-ЦЕНТР"" ВСЕУКРАЇНСЬКОЇ ГРОМАДСЬКОЇ ОРГАНІЗАЦІЇ ""ВСЕУКРАЇНСЬКА АСОЦІАЦІЯ ОПЕРАТОРІВ КАБЕЛЬНОГО ТЕЛЕБАЧЕННЯ І ТЕЛЕІНФОРМАЦІЙНИХ МЕРЕЖ""","02091, м.Київ, Дарницький район, ВУЛ. РЕВУЦЬКОГО, будинок 5-А",
32994164,"ТОВ ""ІНФОРМАЦІЙНА ГРУПА ""ПРО100""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНФОРМАЦІЙНА ГРУПА ""ПРО100""","71100, Запорізька обл., місто Бердянськ, МЕЛІТОПОЛЬСЬКЕ ШОСЕ, будинок 20",+380615360540
00305981,"ЗАТ ""ФУТБОЛЬНИЙ КЛУБ ""ДИНАМО ""КИЇВ""","""ФУТБОЛЬНИЙ КЛУБ ""ДИНАМО ""КИЇВ""","01001, ВУЛ.М.ГРУШЕВСЬКОГО, 3, М.КИЇВ, УКРАЇНА",+380445970003
21290210,"ТРК ""ВІЗИТ""","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ТЕЛЕРАДІОКОМПАНІЯ ""ВІЗИТ""","75500, Херсонська обл., Генічеський район, місто Генічеськ, ПРОСПЕКТ МИРУ, будинок 35",
32981312,"ПП ""АЛЬМА - ПЛЮС""","ПРИВАТНЕ ПІДПРИЄМСТВО ""АЛЬМА - ПЛЮС""","01103, м.Київ, Печерський район, ВУЛИЦЯ КІКВІДЗЕ, будинок 2/34",
37584389,"ТОВ ГАЗЕТА ""ЖИТТЯ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ГАЗЕТА ""ЖИТТЯ""","79069, Львівська обл., місто Львів, Шевченківський район, ВУЛИЦЯ ШЕВЧЕНКА, будинок 338, квартира 143",+380676720394
36073576,"ГО ""ТРО ЛДІКМ""","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ТЕЛЕРАДІООРГАНІЗАЦІЯ ЛУГАНСЬКОГО ДЕРЖАВНОГО ІНСТИТУТУ КУЛЬТУРИ І МИСТЕЦТВ""","91055, Луганська обл., місто Луганськ, Ленінський район, КРАСНА ПЛОЩА, будинок 7",
33261781,"ТОВ ""ЕТНІКА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕТНІКА""","04123, м.Київ, Подільський район, ВУЛИЦЯ СВІТЛИЦЬКОГО, будинок 33",+38080503353858
35558844,"ТОВ ""СМГБ-УКРАЇНА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СМГБ-УКРАЇНА""","23234, Вінницька обл., Вінницький район, село Лука-Мелешківська, ВУЛИЦЯ ЗАЛІЗНИЧНА, будинок 5",+380672393455
33060496,"ТОВ ""НОВА ТЕЛЕВІЗІЙНА ГРУПА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НОВА ТЕЛЕВІЗІЙНА ГРУПА""","01001, м.Київ, Шевченківський район, ВУЛИЦЯ М.ЖИТОМИРСЬКА, будинок 9 Б",+3802309452
41850995,"ГТРК ""МИР-ВАМ""","ГРОМАДСЬКА ТЕЛЕРАДІО КОМПАНІЯ ""МИР-ВАМ""","34253, Рівненська обл., Рокитнівський район, село Масевичі, ВУЛИЦЯ ШЕВЧЕНКА, будинок 24",
38122153,"ТОВ ""ТВ-КЛУБ МЕДІА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТВ-КЛУБ МЕДІА""","01001, м.Київ, Шевченківський район, ВУЛИЦЯ ХРЕЩАТИК, будинок 46-Б",+380442309452
30264135,"""ТОРСАТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТОРСАТ""","01054, м.Київ, Шевченківський район, ВУЛИЦЯ ДМИТРІВСЬКА, будинок 30",+3802469707
40117179,"ТОВ ""НТГ МЕДІА ПРОДАКШН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НОВА ТЕЛЕВІЗІЙНА ГРУПА МЕДІА ПРОДАКШН""","01001, м.Київ, Шевченківський район, ВУЛИЦЯ ХРЕЩАТИК, будинок 46-Б",+380442309452
37165264,"ТОВ ""РЕ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРОДАКШН СТУДІЯ ""РЕАЛЬНА ЕКОНОМІКА""","03040, м.Київ, Голосіївський район, ПРОСПЕКТ ГОЛОСІЇВСЬКИЙ, будинок 94/1, офіс 37",+380674073540
41622629,"ТОВ ""УНТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНФОРМАЦІЙНЕ АГЕНТСТВО УНТ - УКРАЇНСЬКЕ НАРОДНЕ ТЕЛЕБАЧЕННЯ""","04080, м.Київ, Подільський район, ВУЛИЦЯ КИРИЛІВСЬКА, будинок 102",+380635028267
35875671,"ТОВ""СНЛ-УКРАЇНА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СНЛ-УКРАЇНА""","02218, м.Київ, Дніпровський район, ВУЛИЦЯ РАЙДУЖНА, будинок 7, квартира 83",+380938319519
39898844,"ТОВ ""УТС ДИСТРИБ'ЮШН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРТЕЛЕМЕРЕЖА ДИСТРИБ'ЮШН""","04050, м.Київ, Шевченківський район, ВУЛИЦЯ ГЛИБОЧИЦЬКА, будинок 17 ЛІТ.1 - ""А"", корпус 2, офіс 314",+380509733402
34017111,"ХМГО ""ТВОРЧЕ ОБ'ЄДНАННЯ ""ДІЛОВІ МЕДІАПРОЕКТИ""","ХАРКІВСЬКА МІСЬКА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ТВОРЧЕ ОБ'ЄДНАННЯ ""ДІЛОВІ МЕДІАПРОЕКТИ""","61146, ВУЛ. АК. ПАВЛОВА, БУД. 148, КВ. 83, М. ХАРКІВ, УКРАЇНА",
39803328,"ТОВ ""ТРК ""СВОБОДА.ФМ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""СВОБОДА.ФМ""","14000, Чернігівська обл., місто Чернігів, Новозаводський район, ВУЛИЦЯ РЕМІСНИЧА, будинок 49,  КАБІНЕТ 23",+380462931931
41095104,"ТОВ ""ТРК""НИКВЕСТИ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""НИКВЕСТИ""","54001, Миколаївська обл., місто Миколаїв, Центральний район, ВУЛИЦЯ АДМІРАЛЬСЬКА, будинок 31Б/8",+380502929175
19149153,"КП ""ДМСТ""","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКА МІСЬКА СТУДІЯ ТЕЛЕБАЧЕННЯ"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","49000, Дніпропетровська обл., місто Дніпро, Шевченківський район, ПРОСПЕКТ ДМИТРА ЯВОРНИЦЬКОГО, будинок 75",
35362752,"ТОВ ""ВІА  МЕДІА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВІА  МЕДІА""","02094, м.Київ, Деснянський район, ВУЛ. МАГНІТОГОРСЬКА, будинок 1,  ПОВЕРХ 4",+380443649444
42779505,"ТОВ ""СЛМ НОВИНИ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СЛМ НОВИНИ""","01033, м.Київ, Голосіївський район, ВУЛИЦЯ ПАНЬКІВСЬКА, будинок 11",
36125042,"ТОВ ""ВІАСАТ УКРАЇНА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВІАСАТ УКРАЇНА""","01054, м.Київ, Шевченківський район, ВУЛИЦЯ  ТУРГЕНЄВСЬКА, будинок 15, офіс 53",+380442359801
40548838,"ТОВ ""ПОЛТАВА МЕДІА МАРКЕТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОЛТАВА МЕДІА МАРКЕТ""","36004, Полтавська обл., місто Полтава, Ленінський район, ПРОСПЕКТ МИРУ, будинок 36, квартира 11",+380532612048
38406100,"ТОВ ""НТГ МЕДІА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НОВА ТЕЛЕВІЗІЙНА ГРУПА МЕДІА""","04119, м.Київ, Шевченківський район, ВУЛИЦЯ ЯКІРА, будинок 21А",+380442907290
36588953,"ТОВ ""НОВА СТУДІЯ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НОВА СТУДІЯ""","04136, м.Київ, Подільський район, ВУЛИЦЯ ПІВНІЧНО-СИРЕЦЬКА, будинок 1-3",+380965789720
33541446,"ТОВ ""ЄВРАЗІЯ-МЕДІА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЄВРАЗІЯ-МЕДІА""","02099, м.Київ, Дарницький район, ВУЛИЦЯ ЯЛТИНСЬКА, будинок 5-Б",+3805318776
30131218,"ПП ТТЦ""ЕЛЕКТРОН""","ПРИВАТНЕ ПІДПРИЄМСТВО ТЕХНО-ТОРГОВИЙ ЦЕНТР ""ЕЛЕКТРОН""","39200, Полтавська обл., Кобеляцький район, місто Кобеляки, ПЛОЩА БАЗАРНА, будинок 1",
37080799,"ТОВ ""КОНТИНЕНТ ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОНТИНЕНТ ТВ""","01054, м.Київ, Шевченківський район, ВУЛИЦЯ ДМИТРІВСЬКА, будинок 18/24",
35100472,"ТОВ ""ТРК ""ИДИЛЛИЯ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ИДИЛЛИЯ""","08202, Київська обл., місто Ірпінь, ВУЛИЦЯ МИРУ, будинок 10, квартира 36",
38595793,"ТОВ ""ТРК""ЗЕТ-ПРО""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ЗЕТ-ПРО""","58000, Чернівецька обл., місто Чернівці, Шевченківський район, ВУЛИЦЯ ЧЕРВОНОАРМІЙСЬКА, будинок 13",+380372541715
33104763,"ТОВ "" СТУДІО МОДЕРНА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СТУДІО МОДЕРНА""","03124, м.Київ, Солом'янський район, БУЛЬВАР ВАЦЛАВА ГАВЕЛА, будинок 6,  ЛІТЕРА ""З""",+380444928100
35151773,"КП РТРК ""РЕГІОН-ДОНБАС""","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""РЕГІОНАЛЬНА ТЕЛЕРАДІОКОМПАНІЯ ""РЕГІОН-ДОНБАС""","84313, Донецька обл., місто Краматорськ, ВУЛИЦЯ КАТЕРИНИЧА, будинок 13",
37312478,"ТОВ ""КОНТЕНТ ЮКРЕЙН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОНТЕНТ ЮКРЕЙН""","02232, м.Київ, Деснянський район, ПРОСПЕКТ МАЯКОВСЬКОГО, будинок 81/11, квартира 224",+3803323902
23374594,"ТОВ ""МК ""ВІЗИТ РТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДІЙНА КОМПАНІЯ ""ВІЗИТ РТВ""","49000, Дніпропетровська обл., місто Дніпро, Кіровський район, ВУЛИЦЯ ЛЕНІНГРАДСЬКА, будинок 61",+380563736428
43111248,"БО ""ВДЯЧНІСТЬ""","БЛАГОДІЙНА ОРГАНІЗАЦІЯ ""СЛАВА ВАМ ЗАХИСНИКАМ, ВДЯЧНІСТЬ ВАШИМ СІМ'ЯМ!""","02140, м.Київ, Дарницький район, ВУЛИЦЯ ГМИРІ БОРИСА, будинок 14-Б, квартира 140",
31452632,"ТОВ ""ПОВЕРХНОСТЬ-СК""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОВЕРХНОСТЬ-СУПУТНИКОВІ КОМУНІКАЦІЇ""","01001, м.Київ, Шевченківський район, ВУЛИЦЯ ХРЕЩАТИК, будинок 48Б",+3802354257
37919705,"ПП ""ТРК ПРОДЮСЕРСЬКИЙ ЦЕНТР ""КАДРИКИ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ПРОДЮСЕРСЬКИЙ ЦЕНТР ""КАДРИКИ""","79010, Львівська обл., місто Львів, Галицький район, ВУЛИЦЯ УЛАСА САМЧУКА, будинок 24",
32386058,"ТОВ ""МЕДІУМ-ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДІУМ-ТВ""","01054, м.Київ, Шевченківський район, ВУЛИЦЯ ОЛЕСЯ ГОНЧАРА, будинок 65А",+380442304717
33130133,"ТОВ ""РІА ""МЕДІА ОКЕАН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РЕКЛАМНО-ІНФОРМАЦІЙНЕ АГЕНТСТВО ""МЕДІА ОКЕАН""","07300, Київська обл., Вишгородський район, місто Вишгород, ВУЛИЦЯ КУРГУЗОВА, будинок 11А, квартира 194",+380449623349
32046340,"ПГО ""ТРК ""ГРОМАДСЬКЕ РАДІО""","ПІДПРИЄМСТВО ГРОМАДСЬКОЇ ОРГАНІЗАЦІЇ  ""ГРОМАДСЬКЕ РАДІО"" ""ТЕЛЕРАДІОКОМПАНІЯ ""ГРОМАДСЬКЕ РАДІО""","03039, м.Київ, Голосіївський район, ВУЛИЦЯ ГОЛОСІЇВСЬКА, будинок 7, корпус 1",
36521367,"ТОВ ""ОБ'ЄДНАННЯ РОСІЙСЬКИХ ТЕЛЕКАНАЛІВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОБ'ЄДНАННЯ РОСІЙСЬКИХ ТЕЛЕКАНАЛІВ""","01601, м.Київ, Печерський район, ВУЛ. ШОВКОВИЧНА, будинок 42-44",
26514541,"""ПОЛОНСЬКИЙ ТВ- КАНАЛ""","ТЕЛЕОРГАНІЗАЦІЯ  ""ПОЛОНСЬКИЙ ТВ-КАНАЛ""","30500, Хмельницька обл., Полонський район, місто Полонне, ВУЛИЦЯ ЛЕСІ УКРАЇНКИ, будинок 95",
31078077,"ТОВ ТРК ""ЛАЙК ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТЕЛЕРАДІОКОМПАНІЯ ""ЛАЙК ТВ""","30400, Хмельницька обл., місто Шепетівка, ВУЛИЦЯ ОСТРОВСЬКОГО, будинок 6",+384054147
14144866,"ТОВ ТРК""ФНБ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ФНБ""","32400, Хмельницька обл., Дунаєвецький район, місто Дунаївці, ВУЛИЦЯ КРАСІНСЬКИХ, будинок 5/1",+38080385831454
32402158,"ПП ""ТЕЛЕРАДІОКОМПАНІЯ ""АРТ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ""АРТ""","29000, Хмельницька обл., місто Хмельницький, ВІННИЦЬКЕ ШОСЕ, будинок 23",
32402179,"МКП МТРК ""МІСТО""","МІСЬКЕ КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""МУНІЦИПАЛЬНА ТЕЛЕРАДІОКОМПАНІЯ ""МІСТО""","29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ПРОСКУРІВСЬКА, будинок 4/3",
31221972,,СТАРОКОСТЯНТИНІВСЬКЕ МІСЬКЕ РАДІОМОВЛЕННЯ,"31100, Хмельницька обл., місто Старокостянтинів, ВУЛИЦЯ КОСТЯНТИНА ОСТРОЗЬКОГО, будинок 28",
36213065,"ПП ""ПОДІЛЬСЬКІ ІНТЕЛЕКТУАЛЬНІ СИСТЕМИ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ПОДІЛЬСЬКІ ІНТЕЛЕКТУАЛЬНІ СИСТЕМИ""","32300, Хмельницька обл., місто КАМ'ЯНЕЦь-Подільський, ВУЛИЦЯ ХМЕЛЬНИЦЬКЕ ШОСЕ, будинок 38 А",
38270502,"КП""РАДІОКОМПАНІЯ""","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""РАЙОННА РАДІОКОМПАНІЯ СТАРОКОСТЯНТИНІВСЬКОЇ РАЙОННОЇ РАДИ ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ""","31100, Хмельницька обл., місто Старокостянтинів, ВУЛИЦЯ К.ОСТРОЗЬКОГО, будинок 70",
32601086,"ТОВ ""ТЕЛЕРАДІОКОМПАНІЯ ""ВСІМ РАДІО""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ВСІМ РАДІО""","29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ТЕАТРАЛЬНА, будинок 10",+380382789696
22775471,"ПРАТ ""КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКА ТЕЛЕРАДІОКОМПАНІЯ""","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКА ТЕЛЕРАДІОКОМПАНІЯ""","32300, Хмельницька обл., місто КАМ'ЯНЕЦь-Подільський, ВУЛИЦЯ ДРАГОМАНОВА, будинок 9",
38303820,"ТОВ ""ТК ""ПРОСКУРІВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕКОМПАНІЯ ""ПРОСКУРІВ""","29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ КАМ'ЯНЕЦЬКА, будинок 66",+380972058096
33761335,"ТОВ ""Х-СІТУ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Х - СІТУ""","29019, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ МИКОЛИ МАЗУРА, будинок 8/1 ОФІС",+380382717180
23844054,"ТОВ ДП ""КОНТАКТ- СЛАВУТА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ДОЧІРНЄ ПІДПРИЄМСТВО ""КОНТАКТ- СЛАВУТА""","30000, Хмельницька обл., місто Славута, ВУЛИЦЯ  КУЗОВКОВА, будинок 19",+38080384221664
39992467,"ТОВ ""ПРО МЕДІА ГРУПП""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРО МЕДІА ГРУПП""","32000, Хмельницька обл., Городоцький район, місто Городок, ПРОВУЛОК ВАНАГСА КСЬОНДЗА, будинок 17",+380966250087
31221967,"ДП ""ТЕЛЕКОМПАНІЯ ""ЛОТОС"" ПФ ""ЛОТОС""","ДОЧІРНЄ ПІДПРИЄМСТВО ""ТЕЛЕКОМПАНІЯ ""ЛОТОС"" ПРИВАТНОЇ ФІРМИ ""ЛОТОС""","31101, Хмельницька обл., місто Старокостянтинів, ВУЛИЦЯ ЕССЕНСЬКА, будинок 6",
32497983,"ПП ""ВІЗИТ-КОНТАКТ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ВІЗИТ-КОНТАКТ""","30300, Хмельницька обл., Ізяславський район, місто Ізяслав, ВУЛИЦЯ ТУРГЕНЄВА, будинок 19",
21349630,СТУДІЯ ТЕЛЕБАЧЕННЯ,ДЕРАЖНЯНСЬКА РАЙОННА СТУДІЯ ТЕЛЕБАЧЕННЯ ТV-43,"32200, Хмельницька обл., Деражнянський район, місто Деражня, ВУЛИЦЯ МИРУ, будинок 13",
21336610,"ТОВ ""ХМЕЛЬНИЦЬКІНФОКОМ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ХМЕЛЬНИЦЬКІНФОКОМ""","29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ГЕРОЇВ МАЙДАНУ, будинок 40",+380382765476
23843362,"ДП ""ДИТЯЧЕ ТЕЛЕВІЗІЙНЕ АГЕНСТВО ""","ДОЧІРНЄ ПІДПРИЄМСТВО ""ДИТЯЧЕ ТЕЛЕВІЗІЙНЕ АГЕНСТВО""","29013, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ КАМ'ЯНЕЦЬКА, будинок 23",
31345424,"ТОВ ТРК ""ЛОТЕЛ-СКТБ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ЛОТЕЛ-СКТБ""","30100, Хмельницька обл., місто Нетішин, ПРОСПЕКТ КУРЧАТОВА, будинок 2",+380384240120
14167086,"ПП ""ГОРОДОЦЬКИЙ ТРПЦ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ГОРОДОЦЬКИЙ РАЙОННИЙ ТЕЛЕРАДІОПРЕСЦЕНТР""","32000, Хмельницька обл., Городоцький район, місто Городок, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 57",
32147958,"ТОВ ""ТРК ""ВІКТОРІЯ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ВІКТОРІЯ""","31000, Хмельницька обл., Красилівський район, місто Красилів, ВУЛИЦЯ М.ГРУШЕВСЬКОГО, будинок 112",
